id_ticket,id_cliente,data_abertura,canal,categoria,texto_reclamacao,csat,nps
T000432,C00708,2024-06-17,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,8
T000433,C00709,2025-01-27,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,6
T000434,C00711,2023-01-19,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Elaine Carvalho!",3,6
T000435,C00711,2023-03-26,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,6
T000436,C00712,2024-11-24,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00712@exemplo.com.br.,2,6
T000437,C00713,2025-04-23,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,4
T000438,C00713,2024-11-06,Chat,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,4
T000439,C00714,2024-02-16,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00714@exemplo.com.br.,3,8
T000440,C00716,2023-06-06,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00716@exemplo.com.br.,4,4
T000441,C00716,2023-12-02,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Felipe Araújo!",5,6
T000442,C00719,2025-01-12,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Paulo Araújo!",5,10
T000443,C00720,2024-03-20,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000444,C00720,2023-11-10,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Olívia Souza!",4,8
T000445,C00723,2025-08-12,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000446,C00724,2024-04-21,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,6
T000447,C00729,2024-06-07,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T000448,C00732,2025-08-08,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c00732@exemplo.com.br e ainda não recebi retorno.",3,5
T000449,C00732,2024-11-14,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c00732@exemplo.com.br e ainda não recebi retorno.",3,5
T000450,C00734,2023-03-18,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000451,C00737,2023-12-05,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00737@exemplo.com.br e ainda não recebi retorno.",2,5
T000452,C00737,2024-09-12,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00737@exemplo.com.br.,3,6
T000453,C00741,2024-10-05,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,3
T000454,C00743,2024-08-03,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Oliveira!",5,8
T000455,C00745,2023-04-03,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,3
T000456,C00745,2025-02-05,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000457,C00747,2023-01-14,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,6
T000458,C00749,2023-10-17,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000459,C00750,2024-05-21,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,7
T000460,C00751,2025-06-17,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00751@exemplo.com.br e ainda não recebi retorno.",2,5
T000461,C00752,2025-01-13,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,5
T000462,C00752,2025-08-14,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com João Silva no telefone 21 3344-5566.,3,4
T000463,C00753,2023-11-24,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000464,C00754,2023-07-02,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,6
T000465,C00755,2023-11-06,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000466,C00757,2023-12-15,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000467,C00758,2023-05-22,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00758@exemplo.com.br.,4,8
T000468,C00761,2024-08-15,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00761@exemplo.com.br.,4,5
T000469,C00761,2023-11-05,Chat,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,4
T000470,C00762,2023-05-24,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00762@exemplo.com.br.,4,8
T000471,C00766,2023-03-17,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000472,C00766,2025-07-24,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000473,C00767,2025-08-06,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, João Almeida!",5,7
T000474,C00767,2023-11-23,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,6
T000475,C00768,2023-03-23,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00768@exemplo.com.br.,4,8
T000476,C00770,2024-07-02,Chat,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c00770@exemplo.com.br e ainda não recebi retorno.",3,6
T000477,C00773,2023-11-27,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000478,C00774,2023-06-20,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,7
T000479,C00774,2023-09-17,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000480,C00778,2024-08-12,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000481,C00778,2023-04-21,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Araújo!",5,9
T000482,C00782,2023-09-05,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000483,C00785,2024-01-13,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,9
T000484,C00788,2023-07-06,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,6
T000485,C00789,2023-05-21,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Carla Melo no telefone 21 3344-5566.,3,6
T000486,C00790,2023-06-25,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000487,C00793,2024-04-11,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000488,C00796,2024-05-05,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Diego Rocha!",3,7
T000489,C00797,2023-12-28,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,6
T000490,C00799,2023-09-02,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,8
T000491,C00800,2025-03-25,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Carvalho!",4,8
T000492,C00800,2023-02-20,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000493,C00805,2023-12-24,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000494,C00805,2023-09-19,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000495,C00806,2023-07-04,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000496,C00807,2024-12-12,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000497,C00809,2023-12-10,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,5
T000498,C00809,2023-01-10,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c00809@exemplo.com.br e ainda não recebi retorno.",3,5
T000499,C00810,2023-02-20,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000500,C00810,2023-07-02,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00810@exemplo.com.br.,3,7
T000501,C00813,2025-07-17,Email,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c00813@exemplo.com.br e ainda não recebi retorno.",3,2
T000502,C00816,2023-02-01,Email,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c00816@exemplo.com.br e ainda não recebi retorno.",2,3
T000503,C00820,2023-03-09,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,6
T000504,C00821,2023-10-04,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000505,C00821,2025-03-15,Email,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Nuno Carvalho no telefone 21 3344-5566.,3,6
T000506,C00821,2024-02-21,Telefone,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Nuno Carvalho no telefone 21 3344-5566.,3,6
T000507,C00822,2024-08-08,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00822@exemplo.com.br.,4,8
T000508,C00822,2024-11-21,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000509,C00824,2023-04-01,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,6
T000510,C00825,2024-03-03,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,5
T000511,C00826,2023-10-20,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,3
T000512,C00826,2023-11-28,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,4
T000513,C00826,2023-12-15,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c00826@exemplo.com.br e ainda não recebi retorno.",3,3
T000514,C00827,2025-05-13,Chat,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,6
T000515,C00827,2023-02-10,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00827@exemplo.com.br.,2,8
T000516,C00828,2023-12-26,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00828@exemplo.com.br e ainda não recebi retorno.",3,6
T000517,C00828,2023-04-01,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,9
T000518,C00829,2023-05-22,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000519,C00830,2024-10-13,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,10
T000520,C00836,2023-03-22,Email,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Quezia Rocha no telefone 21 3344-5566.,3,4
T000521,C00842,2023-07-05,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Sofia Silva!",5,10
T000522,C00845,2023-09-26,Telefone,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000523,C00849,2024-06-02,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000524,C00851,2025-02-03,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000525,C00852,2023-07-16,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Oliveira!",5,10
T000526,C00853,2023-12-02,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000527,C00853,2023-06-07,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000528,C00853,2024-01-02,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000529,C00854,2023-06-19,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000530,C00855,2024-03-16,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000531,C00855,2024-10-23,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00855@exemplo.com.br.,4,8
T000532,C00856,2024-01-25,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Carla Rocha!",5,10
T000533,C00857,2025-02-19,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,5
T000534,C00857,2024-01-06,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,6
T000535,C00860,2024-03-17,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000536,C00862,2025-06-07,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00862@exemplo.com.br e ainda não recebi retorno.",3,5
T000537,C00862,2023-04-27,Email,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,5
T000538,C00864,2024-01-17,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,8
T000539,C00869,2024-08-02,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000540,C00873,2024-01-17,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,0
T000541,C00873,2023-05-24,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,6
T000542,C00874,2023-08-01,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000543,C00875,2025-06-03,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Diego Souza!",5,9
T000544,C00876,2023-01-07,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000545,C00876,2025-04-15,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000546,C00877,2024-05-02,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000547,C00880,2023-10-22,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000548,C00880,2023-11-02,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000549,C00883,2024-06-10,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00883@exemplo.com.br.,4,8
T000550,C00885,2023-11-18,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,4
T000551,C00890,2024-11-06,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,5
T000552,C00891,2025-03-10,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000553,C00891,2024-12-06,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00891@exemplo.com.br.,4,8
T000554,C00893,2023-01-10,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000555,C00894,2023-02-18,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,7
T000556,C00903,2024-02-18,Telefone,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,5
T000557,C00905,2024-02-09,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000558,C00911,2024-01-11,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T000559,C00920,2023-04-25,Email,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000560,C00922,2024-10-12,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Ana Barbosa!",5,9
T000561,C00924,2024-05-22,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,6
T000562,C00925,2023-12-21,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000563,C00925,2024-10-21,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000564,C00928,2023-05-03,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00928@exemplo.com.br.,2,7
T000565,C00929,2024-11-18,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,7
T000566,C00931,2023-01-15,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,6
T000567,C00936,2024-01-08,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Carvalho!",4,8
T000568,C00937,2024-11-14,Email,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000569,C00938,2024-10-07,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,1
T000570,C00939,2024-02-20,Telefone,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,5
T000571,C00943,2025-05-14,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000572,C00946,2023-10-28,Chat,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000573,C00948,2023-09-22,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000574,C00949,2023-12-04,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,4
T000575,C00949,2023-11-27,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,5
T000576,C00950,2025-06-18,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00950@exemplo.com.br.,4,8
T000577,C00951,2023-04-21,Telefone,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,2
T000578,C00951,2023-01-14,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,3
T000579,C00954,2023-11-27,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00954@exemplo.com.br e ainda não recebi retorno.",3,3
T000580,C00955,2023-08-25,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00955@exemplo.com.br.,4,8
T000581,C00958,2025-03-03,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000582,C00959,2025-03-07,Email,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,3
T000583,C00959,2024-09-16,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,3
T000584,C00960,2024-09-01,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000585,C00962,2024-02-13,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000586,C00963,2025-04-17,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000587,C00964,2023-05-18,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Karina Almeida no telefone 21 3344-5566.,2,6
T000588,C00965,2024-11-22,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00965@exemplo.com.br.,3,8
T000589,C00965,2024-03-09,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,9
T000590,C00965,2025-02-26,Telefone,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000591,C00966,2023-05-18,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,3
T000592,C00972,2023-01-24,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00972@exemplo.com.br.,3,3
T000593,C00972,2023-02-03,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Sofia Martins no telefone 21 3344-5566.,3,1
T000594,C00974,2024-11-22,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000595,C00975,2023-08-02,Chat,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000596,C00976,2024-08-09,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00976@exemplo.com.br.,3,4
T000597,C00977,2024-10-12,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,7
T000598,C00980,2023-12-20,Chat,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,5
T000599,C00980,2023-10-03,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00980@exemplo.com.br e ainda não recebi retorno.",2,5
T000600,C00981,2023-12-03,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,7
T000601,C00981,2023-01-07,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Nuno Barbosa!",4,7
T000602,C00983,2024-04-11,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000603,C00988,2023-01-06,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,3
T000604,C00990,2024-04-15,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00990@exemplo.com.br e ainda não recebi retorno.",3,6
T000605,C00991,2025-01-15,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000606,C00991,2023-07-18,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000607,C00995,2024-10-21,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00995@exemplo.com.br.,3,6
T000608,C00999,2024-02-16,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Ana Moraes no telefone 21 3344-5566.,3,6
T000609,C01001,2023-04-03,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000610,C01002,2025-08-16,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000611,C01003,2025-08-02,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01003@exemplo.com.br.,4,6
T000612,C01006,2024-01-07,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01006@exemplo.com.br.,2,7
T000613,C01009,2023-05-28,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,6
T000614,C01011,2023-11-27,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000615,C01011,2023-03-11,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Gomes!",5,10
T000616,C01013,2023-05-26,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000617,C01016,2024-04-28,Email,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01016@exemplo.com.br e ainda não recebi retorno.",1,0
T000618,C01016,2024-03-26,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01016@exemplo.com.br.,2,3
T000619,C01016,2024-08-07,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Carla Martins no telefone 21 3344-5566.,2,0
T000620,C01018,2023-02-24,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,6
T000621,C01019,2023-03-27,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01019@exemplo.com.br.,4,7
T000622,C01019,2024-02-19,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Ribeiro!",5,8
T000623,C01020,2024-03-26,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,5
T000624,C01020,2024-04-06,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,5
T000625,C01021,2023-02-10,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,5
T000626,C01023,2023-07-11,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01023@exemplo.com.br e ainda não recebi retorno.",2,4
T000627,C01023,2023-05-09,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,6
T000628,C01024,2024-11-01,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,5
T000629,C01025,2023-01-01,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,3
T000630,C01026,2024-04-05,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01026@exemplo.com.br.,3,8
T000631,C01029,2025-01-07,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,6
T000632,C01030,2024-03-24,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Tiago Oliveira!",5,9
T000633,C01030,2024-01-13,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000634,C01032,2023-05-18,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Paulo Oliveira!",5,10
T000635,C01032,2024-11-07,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000636,C01036,2023-09-19,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,8
T000637,C01036,2023-10-02,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Karina Martins!",3,8
T000638,C01037,2023-01-28,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000639,C01038,2023-01-03,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000640,C01038,2024-05-14,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000641,C01040,2023-02-24,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,10
T000642,C01040,2025-07-25,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000643,C01041,2023-08-09,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000644,C01045,2023-11-13,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,4
T000645,C01045,2023-10-11,Email,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,3
T000646,C01047,2023-07-25,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000647,C01048,2024-01-04,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01048@exemplo.com.br e ainda não recebi retorno.",3,6
T000648,C01049,2024-05-16,Chat,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Nuno Lima no telefone 21 3344-5566.,3,6
